,Полный адресс,lat,lon,ближайшее_метро,расстояние_км,расстояние_м
34,"Николо-Хованское дер., д. 4.2",55.5950236,37.4431596,Прокшино,1.1495580834007817,1150
35,"Николо-Хованское дер., д. 5.1.1",55.59573020581,37.444635982367,Прокшино,1.264939877069642,1265
37,"Александры Монаховой ул., к. 3.4",55.571509027111,37.47704350846,Коммунарка,0.6685127864863228,669
38,"Николо-Хованское дер., д. 5.1.2",55.59573020581,37.444635982367,Прокшино,1.264939877069642,1265
41,"Мосрентген, Дудкино дер., д. 1",55.632988805551,37.458950319265,Румянцево,1.0674618096460946,1067
42,"Рассказовка дер., д. 15  4 оч. ",55.6292115,37.3365107,Рассказовка,0.5563987751160863,556
43,"Филимонковское пос., Староселье дер., к. 8  Сити ",55.554601564009,37.316937955331,Аэропорт Внуково,6.131486763039732,6131
44,"Столбово дер., з/у 41/1Г, д. 2, к. 2.5",55.562398,37.472261,Новомосковская,0.34144350211692415,341
45,"Столбово дер., з/у 41/1Г, д. 7, к. 7.2",55.56196,37.47086,Новомосковская,0.2454269706965729,245
46,"Филимонковское пос., ОАО Марьинская птицефабрика, к. 4.3",55.565346857982,37.319920762878,Аэропорт Внуково,5.075604483066693,5076
47,"Первый Московский мкр., к. 4  11 оч. ",55.6030466,37.3559853,Филатов Луг,3.25871725890843,3259
50,"Саларьевская ул., з/у 17, к. 83.2",55.613326,37.410726,Саларьево,1.2769896679428432,1277
51,"Десна дер., к. 9/1.2",55.528488,37.381432,Новомосковская,6.366928132283905,6367
52,"Газопровод пос., к. Essense  сек. 8, этап 2 ",55.5774027,37.476878,Коммунарка,0.6295981674658245,630
53,"вблизи Алхимово дер., д. 15",55.476592,37.50566,Бунинская аллея,6.864402648075709,6864
54,"Московский пос., кв-л 70, уч. 78, к. 6  сек. 2 ",55.6021666,37.3466114,Рассказовка,3.628720340657154,3629
55,"между Трёхполье ул., з/у 6 и Саларьевская ул., з/у 13, к. 68.4",55.613326,37.410726,Саларьево,1.2769896679428432,1277
56,"Сосенское пос., Столбово дер., к. 3.8.1",55.551127873305,37.460062257716,Новомосковская,1.0984316745104985,1098
57,"Сосенское пос., вблизи Столбово дер., уч. 40/1, к. 14-2",55.548527882141,37.462561317578,Новомосковская,1.3482866532931188,1348
58,"Сосенское пос., Столбово дер., к. 3.5.1",55.551127873305,37.460062257716,Новомосковская,1.0984316745104985,1098
60,"Харлампиева ул., з/у 32  1 оч., сек. 1-2 ",55.550845,37.318936,Аэропорт Внуково,6.567668303795958,6568
62,"Московский пос., кв-л 70, уч. 78, к. 1  сек. 2-5 ",55.6021666,37.3466114,Рассказовка,3.628720340657154,3629
63,"Поляны ул., з/у 50Д, д. 18.2, к. 18.2.2",55.592256,37.474884,Корниловская,0.7850942235753295,785
64,"Московский пос., Картмазово дер., уч. 16/1, к. 5",55.615485354147,37.389209478787,Филатов Луг,1.953723467329627,1954
65,"Столбово дер., з/у 41/1Г, д. 5, к. 5.1",55.562266,37.471174,Новомосковская,0.2842282718615343,284
66,"Николо-Хованское дер., д. 5.1.4",55.59573020581,37.444635982367,Прокшино,1.264939877069642,1265
67,"Александры Монаховой ул., к. 2.1",55.575993591068,37.471047406883,Коммунарка,0.23527873851132605,235
68,"Сосенское пос., Коммунарка пос., к. 15",55.561134006122,37.473187644613,Новомосковская,0.3197635895336627,320
69,"Столбово дер., з/у 41/1Г, д. 7, к. 7.3",55.56196,37.47086,Новомосковская,0.2454269706965729,245
70,"Сосенское пос., Столбово дер., к. 3.1.2",55.551127873305,37.460062257716,Новомосковская,1.0984316745104985,1098
71,"Николо-Хованское дер., д. 6.4",55.5950236,37.4431596,Прокшино,1.1495580834007817,1150
74,"Дудкино дер., к. 2.1",55.630609,37.45389,Румянцево,0.797654336066313,798
75,"Столбово дер., з/у 41/1Г, д. 7, к. 7.1",55.56196,37.47086,Новомосковская,0.2454269706965729,245
78,"Первый Московский мкр., к. 2  7 оч. ",55.6030466,37.3559853,Филатов Луг,3.25871725890843,3259
79,"Николо-Хованское дер., д. 5.2.5",55.59573020581,37.444635982367,Прокшино,1.264939877069642,1265
